# file...... house_meter.csv
# date...... Sat May 15 03:01:01 2021
# user...... parallels
# host...... (null)
# target.... triplex_meter 14
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,measured_real_power,measured_voltage_1,measured_current_1
2021-01-12 13:15:00 UTC,+7960,+119.919+119.887d,-33.0756+57.5504j
2021-01-12 13:30:00 UTC,+7800,+119.922+119.889d,-32.4124+56.3912j
2021-01-12 13:45:00 UTC,+7640,+119.924+119.892d,-31.7491+55.2321j
2021-01-12 14:00:00 UTC,+5400,+119.958+119.923d,-22.4558+39.0149j
2021-01-12 14:15:00 UTC,+5920,+119.95+119.916d,-24.6143+42.7779j
2021-01-12 14:30:00 UTC,+4080,+119.978+119.942d,-16.9734+29.4675j
2021-01-12 14:45:00 UTC,+4520,+119.971+119.936d,-18.8014+32.6492j
2021-01-12 15:00:00 UTC,+5760,+119.952+119.918d,-23.9502+41.6199j
2021-01-12 15:15:00 UTC,+4240,+119.975+119.94d,-17.6382+30.6244j
2021-01-12 15:30:00 UTC,+7960,+119.919+119.887d,-33.0756+57.5504j
2021-01-12 15:45:00 UTC,+9560,+119.895+119.864d,-39.7046+69.148j
2021-01-12 16:00:00 UTC,+9720,+119.893+119.862d,-40.3671+70.3083j
2021-01-12 16:15:00 UTC,+8840.01,+119.906+119.875d,-36.7224+63.9279j
2021-01-12 16:30:00 UTC,+8200,+119.916+119.884d,-34.0704+59.2895j
2021-01-12 16:45:00 UTC,+7920,+119.92+119.888d,-32.9098+57.2606j
2021-01-12 17:00:00 UTC,+8080,+119.917+119.885d,-33.573+58.4199j
2021-01-12 17:15:00 UTC,+8440,+119.912+119.88d,-35.065+61.0286j
2021-01-12 17:30:00 UTC,+8320,+119.914+119.882d,-34.5677+60.159j
2021-01-12 17:45:00 UTC,+7800,+119.922+119.889d,-32.4124+56.3912j
2021-01-12 18:00:00 UTC,+3680,+119.984+119.948d,-15.3112+26.5757j
2021-01-12 18:15:00 UTC,+3600,+119.985+119.949d,-14.9787+25.9974j
2021-01-12 18:30:00 UTC,+3760,+119.982+119.947d,-15.6437+27.154j
2021-01-12 18:45:00 UTC,+4720,+119.968+119.933d,-19.6321+34.0957j
2021-01-12 19:00:00 UTC,+3800,+119.982+119.946d,-15.8099+27.4432j
2021-01-12 19:15:00 UTC,+3680,+119.984+119.948d,-15.3112+26.5757j
2021-01-12 19:30:00 UTC,+3680,+119.984+119.948d,-15.3112+26.5757j
2021-01-12 19:45:00 UTC,+3680,+119.984+119.948d,-15.3112+26.5757j
2021-01-12 20:00:00 UTC,+3800,+119.982+119.946d,-15.8099+27.4432j
2021-01-12 20:15:00 UTC,+3640,+119.984+119.948d,-15.145+26.2866j
2021-01-12 20:30:00 UTC,+5400,+119.958+119.923d,-22.4558+39.0149j
2021-01-12 20:45:00 UTC,+3640,+119.984+119.948d,-15.145+26.2866j
2021-01-12 21:00:00 UTC,+3640,+119.984+119.948d,-15.145+26.2866j
2021-01-12 21:15:00 UTC,+3400,+119.988+119.952d,-14.1474+24.5518j
2021-01-12 21:30:00 UTC,+3360,+119.988+119.952d,-13.9812+24.2627j
2021-01-12 21:45:00 UTC,+3400,+119.988+119.952d,-14.1474+24.5518j
2021-01-12 22:00:00 UTC,+3520,+119.986+119.95d,-14.6462+25.4192j
2021-01-12 22:15:00 UTC,+2720,+119.998+119.961d,-11.3203+19.6379j
2021-01-12 22:30:00 UTC,+2800,+119.997+119.96d,-11.653+20.2159j
2021-01-12 22:45:00 UTC,+3200,+119.991+119.955d,-13.3161+23.1063j
2021-01-12 23:00:00 UTC,+2520,+120.001+119.964d,-10.4886+18.1929j
2021-01-12 23:15:00 UTC,+2360,+120.003+119.967d,-9.8231+17.0371j
2021-01-12 23:30:00 UTC,+3120,+119.992+119.956d,-12.9835+22.5282j
